P05	1	111	hur många har du?
P05	2	112	Fyra. Från min vänster en gul, en röd, en takeaway och en vit.
P05	1	113	okej, jag saknar take-awayen
P05	2	114	Du skrev också att du ser en blå?
P05	1	115	oj! en vit skulle det vara
P05	2	116	Ok då stämmer det.
P05	1	117	den gula är mot katie, och längre mot mig än den röda bredvid som är nära din kant
P05	2	118	Just det. Takeawayn är i linje med ditt vänsterben.
P05	1	119	den gula har handtaget mot katies håll och den röda åt motsatt håll
P05	1	120	okej
P05	1	121	hur nära din kant jämfört med den röda?
P05	2	122	Lite närmare dig än den röda.
P05	1	123	okej
P05	1	124	sådär
P05	1	125	den vita jag ser sen är längst ut på din högra kant och har handtaget mot katies håll
P05	2	126	Stämmer.
P05	1	127	bra
P05	2	128	Det var nog allt.
P05	2	129	 Jag glömde dock att skriva ner färgerna för de jag ritat in. Muggen närmast dig längst till höger, vilken färg hade den?
P05	1	130	röd
P05	2	131	Sedan var det en innanför den blåa närmaste ditt vänsterben.
P05	1	132	jag har 18 stycken nu, tre take-away, fem röda, tre blå, två gula, fyra vita 
P05	1	133	okej, det var nog en take-away
P05	1	134	du ska ha ritat till en take-away i alla fall
P05	2	135	Nej. Det var något närmare mig än den.
P05	2	136	Takeawayn har jag fått med.
P05	1	137	en röd in mot mitten från den gula
P05	2	138	Den har en röd till vänster om sig.
P05	1	139	var det den du menade?
P05	2	140	Bredvid den andra röda på din vänsterkant.
P05	2	141	Raden som är ett snäpp närmare mig än de närmast dig.
P05	1	142	där ritade jag till en röd
P05	1	143	men jag har inget annat där
P05	1	144	förutom take-away i mitten så är den raden tom, sen ritade jag en röd till mitt vänster från take-away
P05	2	145	Just det. Du ritade till en röd med handtaget mot dig. Vad finns till höger om den?
P05	1	146	take-away i mitten, inget annat
P05	2	147	Ok. Jag har ritat en mugg där med handtaget mot mig.
P05	1	148	ja, den är till mitten från den gula
P05	2	149	Ah, ok. Vilken färg har den.
P05	1	150	röd
P05	2	151	?
P05	2	152	Ok.
P05	1	153	har du ritat till tre muggar?
P05	2	154	Jepp. Två röda muggar och en takeaway.
P05	1	155	okej bra
P05	1	156	jag har ritat till en take-away, en röd och en vit
P05	2	157	Ok. En ny recap. Jag har fem röda, tre blå, fem vita, två gula och tre takeaways.
P05	2	158	Med de jag har ritat in.
P05	1	159	okej, jag ska räkna mina
P05	1	160	ja det verkar stämma
P05	1	161	då är vi klara!
P05	2	162	Gött mos!
P05	1	163	:)
